date,region_code,cases_pos_total,cases_deceased,Id,region_name,region_latitude,region_longitude,population,country,cases_pos_new
2020-03-06,SN,2,0.0,14,Sachsen,50.92957979999999,13.4585052,4081000,DE,1.0
2020-03-07,SN,4,0.0,14,Sachsen,50.92957979999999,13.4585052,4081000,DE,2.0
2020-03-08,SN,7,0.0,14,Sachsen,50.92957979999999,13.4585052,4081000,DE,3.0
2020-03-09,SN,12,0.0,14,Sachsen,50.92957979999999,13.4585052,4081000,DE,5.0
2020-03-10,SN,22,0.0,14,Sachsen,50.92957979999999,13.4585052,4081000,DE,10.0
2020-03-11,SN,26,0.0,14,Sachsen,50.92957979999999,13.4585052,4081000,DE,4.0
2020-03-12,SN,45,0.0,14,Sachsen,50.92957979999999,13.4585052,4081000,DE,19.0
2020-03-13,SN,83,0.0,14,Sachsen,50.92957979999999,13.4585052,4081000,DE,38.0
2020-03-14,SN,93,0.0,14,Sachsen,50.92957979999999,13.4585052,4081000,DE,10.0
2020-03-15,SN,130,0.0,14,Sachsen,50.92957979999999,13.4585052,4081000,DE,37.0
2020-03-16,SN,140,0.0,14,Sachsen,50.92957979999999,13.4585052,4081000,DE,10.0
2020-03-17,SN,182,0.0,14,Sachsen,50.92957979999999,13.4585052,4081000,DE,42.0
2020-03-18,SN,198,0.0,14,Sachsen,50.92957979999999,13.4585052,4081000,DE,16.0
2020-03-19,SN,275,0.0,14,Sachsen,50.92957979999999,13.4585052,4081000,DE,77.0
2020-03-20,SN,394,0.0,14,Sachsen,50.92957979999999,13.4585052,4081000,DE,119.0
2020-02-24,ST,0,0.0,15,Sachsen-Anhalt,52.0198439,11.74437,2208321,DE,
2020-02-25,ST,0,0.0,15,Sachsen-Anhalt,52.0198439,11.74437,2208321,DE,0.0
2020-02-26,ST,0,0.0,15,Sachsen-Anhalt,52.0198439,11.74437,2208321,DE,0.0
2020-02-27,ST,0,0.0,15,Sachsen-Anhalt,52.0198439,11.74437,2208321,DE,0.0
2020-02-28,ST,0,0.0,15,Sachsen-Anhalt,52.0198439,11.74437,2208321,DE,0.0
2020-02-29,ST,0,0.0,15,Sachsen-Anhalt,52.0198439,11.74437,2208321,DE,0.0
2020-03-01,ST,0,0.0,15,Sachsen-Anhalt,52.0198439,11.74437,2208321,DE,0.0
2020-03-02,ST,0,0.0,15,Sachsen-Anhalt,52.0198439,11.74437,2208321,DE,0.0
2020-03-03,ST,0,0.0,15,Sachsen-Anhalt,52.0198439,11.74437,2208321,DE,0.0
2020-03-04,ST,0,0.0,15,Sachsen-Anhalt,52.0198439,11.74437,2208321,DE,0.0
2020-03-05,ST,0,0.0,15,Sachsen-Anhalt,52.0198439,11.74437,2208321,DE,0.0
2020-03-06,ST,0,0.0,15,Sachsen-Anhalt,52.0198439,11.74437,2208321,DE,0.0
2020-03-07,ST,0,0.0,15,Sachsen-Anhalt,52.0198439,11.74437,2208321,DE,0.0
2020-03-08,ST,0,0.0,15,Sachsen-Anhalt,52.0198439,11.74437,2208321,DE,0.0
2020-03-09,ST,0,0.0,15,Sachsen-Anhalt,52.0198439,11.74437,2208321,DE,0.0
2020-03-10,ST,7,0.0,15,Sachsen-Anhalt,52.0198439,11.74437,2208321,DE,7.0
2020-03-11,ST,15,0.0,15,Sachsen-Anhalt,52.0198439,11.74437,2208321,DE,8.0
2020-03-12,ST,27,0.0,15,Sachsen-Anhalt,52.0198439,11.74437,2208321,DE,12.0
2020-03-13,ST,42,0.0,15,Sachsen-Anhalt,52.0198439,11.74437,2208321,DE,15.0
2020-03-14,ST,45,0.0,15,Sachsen-Anhalt,52.0198439,11.74437,2208321,DE,3.0
2020-03-15,ST,47,0.0,15,Sachsen-Anhalt,52.0198439,11.74437,2208321,DE,2.0
2020-03-16,ST,77,0.0,15,Sachsen-Anhalt,52.0198439,11.74437,2208321,DE,30.0
2020-03-17,ST,58,0.0,15,Sachsen-Anhalt,52.0198439,11.74437,2208321,DE,-19.0
2020-03-18,ST,105,0.0,15,Sachsen-Anhalt,52.0198439,11.74437,2208321,DE,47.0
2020-03-19,ST,140,0.0,15,Sachsen-Anhalt,52.0198439,11.74437,2208321,DE,35.0
2020-03-20,ST,180,0.0,15,Sachsen-Anhalt,52.0198439,11.74437,2208321,DE,40.0
2020-02-24,SH,0,0.0,1,Schleswig-Holstein,54.0757442,9.981537699999999,2896712,DE,
2020-02-25,SH,0,0.0,1,Schleswig-Holstein,54.0757442,9.981537699999999,2896712,DE,0.0
2020-02-26,SH,0,0.0,1,Schleswig-Holstein,54.0757442,9.981537699999999,2896712,DE,0.0
2020-02-27,SH,0,0.0,1,Schleswig-Holstein,54.0757442,9.981537699999999,2896712,DE,0.0
2020-02-28,SH,1,0.0,1,Schleswig-Holstein,54.0757442,9.981537699999999,2896712,DE,1.0
2020-02-29,SH,1,0.0,1,Schleswig-Holstein,54.0757442,9.981537699999999,2896712,DE,0.0
2020-03-01,SH,2,0.0,1,Schleswig-Holstein,54.0757442,9.981537699999999,2896712,DE,1.0
2020-03-02,SH,2,0.0,1,Schleswig-Holstein,54.0757442,9.981537699999999,2896712,DE,0.0
2020-03-03,SH,2,0.0,1,Schleswig-Holstein,54.0757442,9.981537699999999,2896712,DE,0.0
2020-03-04,SH,2,0.0,1,Schleswig-Holstein,54.0757442,9.981537699999999,2896712,DE,0.0
2020-03-05,SH,7,0.0,1,Schleswig-Holstein,54.0757442,9.981537699999999,2896712,DE,5.0
2020-03-06,SH,7,0.0,1,Schleswig-Holstein,54.0757442,9.981537699999999,2896712,DE,0.0
2020-03-07,SH,8,0.0,1,Schleswig-Holstein,54.0757442,9.981537699999999,2896712,DE,1.0
2020-03-08,SH,9,0.0,1,Schleswig-Holstein,54.0757442,9.981537699999999,2896712,DE,1.0
2020-03-09,SH,9,0.0,1,Schleswig-Holstein,54.0757442,9.981537699999999,2896712,DE,0.0
2020-03-10,SH,9,0.0,1,Schleswig-Holstein,54.0757442,9.981537699999999,2896712,DE,0.0
2020-03-11,SH,27,0.0,1,Schleswig-Holstein,54.0757442,9.981537699999999,2896712,DE,18.0
2020-03-12,SH,31,0.0,1,Schleswig-Holstein,54.0757442,9.981537699999999,2896712,DE,4.0
2020-03-13,SH,48,0.0,1,Schleswig-Holstein,54.0757442,9.981537699999999,2896712,DE,17.0
2020-03-14,SH,60,0.0,1,Schleswig-Holstein,54.0757442,9.981537699999999,2896712,DE,12.0
2020-03-15,SH,103,0.0,1,Schleswig-Holstein,54.0757442,9.981537699999999,2896712,DE,43.0
2020-03-16,SH,123,0.0,1,Schleswig-Holstein,54.0757442,9.981537699999999,2896712,DE,20.0
2020-03-17,SH,127,0.0,1,Schleswig-Holstein,54.0757442,9.981537699999999,2896712,DE,4.0
2020-03-18,SH,159,0.0,1,Schleswig-Holstein,54.0757442,9.981537699999999,2896712,DE,32.0
2020-03-19,SH,202,0.0,1,Schleswig-Holstein,54.0757442,9.981537699999999,2896712,DE,43.0
2020-03-20,SH,266,1.0,1,Schleswig-Holstein,54.0757442,9.981537699999999,2896712,DE,64.0
2020-02-24,TH,0,0.0,16,Thueringen,50.8478592,11.0715009,2143145,DE,
2020-02-25,TH,0,0.0,16,Thueringen,50.8478592,11.0715009,2143145,DE,0.0
2020-02-26,TH,0,0.0,16,Thueringen,50.8478592,11.0715009,2143145,DE,0.0
2020-02-27,TH,0,0.0,16,Thueringen,50.8478592,11.0715009,2143145,DE,0.0
2020-02-28,TH,0,0.0,16,Thueringen,50.8478592,11.0715009,2143145,DE,0.0
2020-02-29,TH,0,0.0,16,Thueringen,50.8478592,11.0715009,2143145,DE,0.0
2020-03-01,TH,0,0.0,16,Thueringen,50.8478592,11.0715009,2143145,DE,0.0
2020-03-02,TH,0,0.0,16,Thueringen,50.8478592,11.0715009,2143145,DE,0.0
2020-03-03,TH,1,0.0,16,Thueringen,50.8478592,11.0715009,2143145,DE,1.0
2020-03-04,TH,1,0.0,16,Thueringen,50.8478592,11.0715009,2143145,DE,0.0
2020-03-05,TH,1,0.0,16,Thueringen,50.8478592,11.0715009,2143145,DE,0.0
2020-03-06,TH,1,0.0,16,Thueringen,50.8478592,11.0715009,2143145,DE,0.0
2020-03-07,TH,2,0.0,16,Thueringen,50.8478592,11.0715009,2143145,DE,1.0
2020-03-08,TH,2,0.0,16,Thueringen,50.8478592,11.0715009,2143145,DE,0.0
2020-03-09,TH,2,0.0,16,Thueringen,50.8478592,11.0715009,2143145,DE,0.0
2020-03-10,TH,4,0.0,16,Thueringen,50.8478592,11.0715009,2143145,DE,2.0
2020-03-11,TH,10,0.0,16,Thueringen,50.8478592,11.0715009,2143145,DE,6.0
2020-03-12,TH,14,0.0,16,Thueringen,50.8478592,11.0715009,2143145,DE,4.0
2020-03-13,TH,29,0.0,16,Thueringen,50.8478592,11.0715009,2143145,DE,15.0
2020-03-14,TH,46,0.0,16,Thueringen,50.8478592,11.0715009,2143145,DE,17.0
2020-03-15,TH,51,0.0,16,Thueringen,50.8478592,11.0715009,2143145,DE,5.0
2020-03-16,TH,55,0.0,16,Thueringen,50.8478592,11.0715009,2143145,DE,4.0
2020-03-17,TH,51,0.0,16,Thueringen,50.8478592,11.0715009,2143145,DE,-4.0
2020-03-18,TH,74,0.0,16,Thueringen,50.8478592,11.0715009,2143145,DE,23.0
2020-03-19,TH,98,0.0,16,Thueringen,50.8478592,11.0715009,2143145,DE,24.0
2020-03-20,TH,149,0.0,16,Thueringen,50.8478592,11.0715009,2143145,DE,51.0
