,date,country,region_code,region_name,region_latitude,region_longitude,cases_pos_hospitalized_non_icu,cases_pos_hospitalized_icu,cases_pos_hospitalized,cases_pos_in_home_isolation,cases_pos_total,cases_pos_new,cases_recovered,cases_deceased,tests_total,cases_total
272,2020-03-07 18:00:00,ITA,14,Molise,41.55774754,14.65916051,3,2,5,9,14,2,0,0,112,14.0
324,2020-03-07 18:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,6,1,7,7,14,4,0,0,194,14.0
480,2020-03-07 18:00:00,ITA,10,Umbria,43.10675841,12.38824698,2,2,4,20,24,8,0,0,134,24.0
506,2020-03-07 18:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,1,0,1,7,8,1,0,0,32,8.0
454,2020-03-07 18:00:00,ITA,9,Toscana,43.76923077,11.25588885,54,7,61,51,112,34,1,0,1331,113.0
246,2020-03-07 18:00:00,ITA,11,Marche,43.61675973,13.5188753,94,36,130,71,201,46,0,6,816,207.0
532,2020-03-07 18:00:00,ITA,5,Veneto,45.43490485,12.33845213,123,41,164,341,505,51,25,13,14429,543.0
194,2020-03-07 18:00:00,ITA,7,Liguria,44.41149315,8.9326992,26,6,32,10,42,18,5,4,331,71.0
12,2020-03-07 18:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,11,0,11,0,11,2,0,0,123,11.0
38,2020-03-07 18:00:00,ITA,17,Basilicata,40.63947052,15.80514834,1,0,1,2,3,0,0,0,75,3.0
298,2020-03-07 18:00:00,ITA,4,P.A. Bolzano,46.49933453,11.35662422,8,0,8,1,9,5,0,0,36,9.0
64,2020-03-07 18:00:00,ITA,18,Calabria,38.90597598,16.59440194,2,0,2,2,4,0,0,0,113,4.0
220,2020-03-07 18:00:00,ITA,3,Lombardia,45.46679409,9.190347404,1661,359,2020,722,2742,734,524,154,15778,3420.0
116,2020-03-07 18:00:00,ITA,8,Emilia Romagna,44.49436681,11.341720800000001,464,64,528,409,937,121,25,48,3604,1010.0
142,2020-03-07 18:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,7,1,8,31,39,11,3,0,577,42.0
168,2020-03-07 18:00:00,ITA,12,Lazio,41.89277044,12.48366722,43,8,51,21,72,22,3,1,1582,78.0
90,2020-03-07 18:00:00,ITA,15,Campania,40.83956555,14.25084984,16,0,16,45,61,4,0,0,612,61.0
273,2020-03-08 18:00:00,ITA,14,Molise,41.55774754,14.65916051,4,2,6,8,14,0,0,0,116,14.0
507,2020-03-08 18:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,1,0,1,8,9,1,0,0,41,9.0
481,2020-03-08 18:00:00,ITA,10,Umbria,43.10675841,12.38824698,2,2,4,22,26,2,0,0,168,26.0
325,2020-03-08 18:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,7,2,9,14,23,9,0,0,228,23.0
455,2020-03-08 18:00:00,ITA,9,Toscana,43.76923077,11.25588885,91,7,98,67,165,53,1,0,1618,166.0
429,2020-03-08 18:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,18,0,18,33,51,18,2,0,791,56.0
403,2020-03-08 18:00:00,ITA,20,Sardegna,39.21531192,9.110616306,5,0,5,6,11,6,0,0,149,11.0
377,2020-03-08 18:00:00,ITA,16,Puglia,41.12559576,16.86736689,17,3,20,16,36,13,1,3,627,40.0
351,2020-03-08 18:00:00,ITA,1,Piemonte,45.0732745,7.680687483,245,45,290,65,355,153,0,5,1636,361.0
247,2020-03-08 18:00:00,ITA,11,Marche,43.61675973,13.5188753,110,41,151,114,265,64,0,7,1025,272.0
533,2020-03-08 18:00:00,ITA,5,Veneto,45.43490485,12.33845213,146,47,193,430,623,118,29,18,15918,670.0
195,2020-03-08 18:00:00,ITA,7,Liguria,44.41149315,8.9326992,39,11,50,17,67,25,5,6,401,98.0
13,2020-03-08 18:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,14,0,14,3,17,6,0,0,163,17.0
39,2020-03-08 18:00:00,ITA,17,Basilicata,40.63947052,15.80514834,2,0,2,2,4,1,0,0,123,4.0
299,2020-03-08 18:00:00,ITA,4,P.A. Bolzano,46.49933453,11.35662422,8,0,8,1,9,0,0,0,36,9.0
65,2020-03-08 18:00:00,ITA,18,Calabria,38.90597598,16.59440194,5,0,5,4,9,5,0,0,113,9.0
221,2020-03-08 18:00:00,ITA,3,Lombardia,45.46679409,9.190347404,2217,399,2616,756,3372,630,550,267,18534,4189.0
117,2020-03-08 18:00:00,ITA,8,Emilia Romagna,44.49436681,11.341720800000001,542,75,617,480,1097,160,27,56,4344,1180.0
143,2020-03-08 18:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,7,1,8,45,53,14,3,1,997,57.0
169,2020-03-08 18:00:00,ITA,12,Lazio,41.89277044,12.48366722,47,8,55,26,81,9,3,3,1929,89.0
91,2020-03-08 18:00:00,ITA,15,Campania,40.83956555,14.25084984,30,7,37,63,100,39,1,0,980,101.0
274,2020-03-09 18:00:00,ITA,14,Molise,41.55774754,14.65916051,4,2,6,8,14,0,0,0,212,14.0
508,2020-03-09 18:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,4,0,4,11,15,6,0,0,67,15.0
482,2020-03-09 18:00:00,ITA,10,Umbria,43.10675841,12.38824698,4,2,6,22,28,2,0,0,183,28.0
326,2020-03-09 18:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,10,2,12,21,33,10,0,0,267,33.0
456,2020-03-09 18:00:00,ITA,9,Toscana,43.76923077,11.25588885,107,9,116,90,206,41,1,1,2018,208.0
430,2020-03-09 18:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,19,0,19,33,52,1,2,0,836,57.0
404,2020-03-09 18:00:00,ITA,20,Sardegna,39.21531192,9.110616306,8,0,8,11,19,8,0,0,185,19.0
378,2020-03-09 18:00:00,ITA,16,Puglia,41.12559576,16.86736689,20,6,26,20,46,10,1,3,685,50.0
352,2020-03-09 18:00:00,ITA,1,Piemonte,45.0732745,7.680687483,222,50,272,65,337,0,0,13,1681,369.0
534,2020-03-09 18:00:00,ITA,5,Veneto,45.43490485,12.33845213,186,51,237,457,694,71,30,20,15956,744.0
248,2020-03-09 18:00:00,ITA,11,Marche,43.61675973,13.5188753,136,47,183,130,313,48,0,10,1250,323.0
196,2020-03-09 18:00:00,ITA,7,Liguria,44.41149315,8.9326992,60,17,77,20,97,30,5,7,611,129.0
170,2020-03-09 18:00:00,ITA,12,Lazio,41.89277044,12.48366722,55,8,63,31,94,13,3,5,1929,104.0
144,2020-03-09 18:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,18,1,19,70,89,36,3,1,1344,93.0
118,2020-03-09 18:00:00,ITA,8,Emilia Romagna,44.49436681,11.341720800000001,576,90,666,620,1286,189,30,70,4906,1386.0
92,2020-03-09 18:00:00,ITA,15,Campania,40.83956555,14.25084984,42,8,50,69,119,19,1,0,980,120.0
66,2020-03-09 18:00:00,ITA,18,Calabria,38.90597598,16.59440194,8,0,8,1,9,0,2,0,173,11.0
300,2020-03-09 18:00:00,ITA,4,P.A. Bolzano,46.49933453,11.35662422,8,0,8,1,9,0,0,0,36,9.0
40,2020-03-09 18:00:00,ITA,17,Basilicata,40.63947052,15.80514834,2,0,2,3,5,1,0,0,135,5.0
14,2020-03-09 18:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,25,0,25,5,30,13,0,0,237,30.0
222,2020-03-09 18:00:00,ITA,3,Lombardia,45.46679409,9.190347404,2802,440,3242,1248,4490,1118,646,333,20135,5469.0
353,2020-03-10 18:00:00,ITA,1,Piemonte,45.0732745,7.680687483,306,66,372,64,436,99,0,17,2374,472.0
379,2020-03-10 18:00:00,ITA,16,Puglia,41.12559576,16.86736689,28,6,34,21,55,9,1,3,747,59.0
405,2020-03-10 18:00:00,ITA,20,Sardegna,39.21531192,9.110616306,9,0,9,11,20,1,0,0,204,20.0
431,2020-03-10 18:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,17,2,19,41,60,8,2,0,955,65.0
275,2020-03-10 18:00:00,ITA,14,Molise,41.55774754,14.65916051,3,3,6,9,15,1,0,0,225,15.0
327,2020-03-10 18:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,19,3,22,28,50,17,2,0,399,52.0
483,2020-03-10 18:00:00,ITA,10,Umbria,43.10675841,12.38824698,8,2,10,27,37,9,0,0,260,37.0
509,2020-03-10 18:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,2,0,2,15,17,2,0,0,89,17.0
457,2020-03-10 18:00:00,ITA,9,Toscana,43.76923077,11.25588885,91,40,131,129,260,54,3,1,2573,264.0
249,2020-03-10 18:00:00,ITA,11,Marche,43.61675973,13.5188753,152,54,206,175,381,68,0,13,1437,394.0
535,2020-03-10 18:00:00,ITA,5,Veneto,45.43490485,12.33845213,204,67,271,512,783,89,47,26,16643,856.0
197,2020-03-10 18:00:00,ITA,7,Liguria,44.41149315,8.9326992,57,29,86,42,128,31,5,8,694,161.0
15,2020-03-10 18:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,17,9,26,11,37,7,0,1,310,38.0
41,2020-03-10 18:00:00,ITA,17,Basilicata,40.63947052,15.80514834,2,0,2,5,7,2,0,0,148,7.0
301,2020-03-10 18:00:00,ITA,4,P.A. Bolzano,46.49933453,11.35662422,17,1,18,20,38,29,0,0,36,38.0
67,2020-03-10 18:00:00,ITA,18,Calabria,38.90597598,16.59440194,8,2,10,1,11,2,2,0,360,13.0
223,2020-03-10 18:00:00,ITA,3,Lombardia,45.46679409,9.190347404,3319,466,3785,642,4427,0,896,468,21479,5854.0
119,2020-03-10 18:00:00,ITA,8,Emilia Romagna,44.49436681,11.341720800000001,669,98,767,650,1417,131,31,85,5494,1533.0
145,2020-03-10 18:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,27,6,33,77,110,21,3,3,1602,116.0
171,2020-03-10 18:00:00,ITA,12,Lazio,41.89277044,12.48366722,50,15,65,34,99,5,11,6,3591,118.0
93,2020-03-10 18:00:00,ITA,15,Campania,40.83956555,14.25084984,33,8,41,85,126,7,1,0,1141,127.0
536,2020-03-11 17:00:00,ITA,5,Veneto,45.43490485,12.33845213,262,68,330,610,940,157,54,29,21400,1023.0
510,2020-03-11 17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,2,0,2,17,19,2,0,1,99,20.0
484,2020-03-11 17:00:00,ITA,10,Umbria,43.10675841,12.38824698,7,5,12,32,44,7,2,0,340,46.0
328,2020-03-11 17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,28,4,32,42,74,24,3,0,527,77.0
458,2020-03-11 17:00:00,ITA,9,Toscana,43.76923077,11.25588885,87,54,141,173,314,54,5,1,2804,320.0
432,2020-03-11 17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,23,1,24,57,81,21,2,0,1194,86.0
406,2020-03-11 17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,10,0,10,27,37,17,0,0,283,37.0
354,2020-03-11 17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,319,75,394,86,480,44,0,21,2431,520.0
276,2020-03-11 17:00:00,ITA,14,Molise,41.55774754,14.65916051,4,3,7,9,16,1,0,0,233,16.0
380,2020-03-11 17:00:00,ITA,16,Puglia,41.12559576,16.86736689,38,4,42,29,71,16,1,5,909,77.0
250,2020-03-11 17:00:00,ITA,11,Marche,43.61675973,13.5188753,212,66,278,183,461,80,0,18,1656,479.0
198,2020-03-11 17:00:00,ITA,7,Liguria,44.41149315,8.9326992,74,34,108,73,181,53,5,8,1025,214.0
172,2020-03-11 17:00:00,ITA,12,Lazio,41.89277044,12.48366722,67,18,85,40,125,26,19,6,3591,152.0
146,2020-03-11 17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,16,5,21,89,110,0,10,6,2073,126.0
120,2020-03-11 17:00:00,ITA,8,Emilia Romagna,44.49436681,11.341720800000001,745,104,849,739,1588,171,38,113,6640,1739.0
94,2020-03-11 17:00:00,ITA,15,Campania,40.83956555,14.25084984,56,11,67,82,149,23,4,1,1375,154.0
68,2020-03-11 17:00:00,ITA,18,Calabria,38.90597598,16.59440194,10,2,12,5,17,6,2,0,405,19.0
302,2020-03-11 17:00:00,ITA,4,P.A. Bolzano,46.49933453,11.35662422,8,4,12,63,75,37,0,0,75,75.0
42,2020-03-11 17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,1,1,2,6,8,1,0,0,155,8.0
16,2020-03-11 17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,17,9,26,11,37,0,0,1,310,38.0
224,2020-03-11 17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,3852,560,4412,1351,5763,1336,900,617,25629,7343.0
355,2020-03-12 17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,368,97,465,89,554,74,0,26,2879,599.0
381,2020-03-12 17:00:00,ITA,16,Puglia,41.12559576,16.86736689,58,2,60,38,98,27,1,5,1269,104.0
407,2020-03-12 17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,12,0,12,27,39,2,0,0,302,39.0
433,2020-03-12 17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,28,5,33,78,111,30,2,2,1477,118.0
277,2020-03-12 17:00:00,ITA,14,Molise,41.55774754,14.65916051,4,3,7,9,16,0,0,0,238,16.0
329,2020-03-12 17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,43,5,48,54,102,28,4,1,593,107.0
485,2020-03-12 17:00:00,ITA,10,Umbria,43.10675841,12.38824698,8,8,16,46,62,18,2,0,458,64.0
511,2020-03-12 17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,7,0,7,19,26,7,0,1,118,27.0
459,2020-03-12 17:00:00,ITA,9,Toscana,43.76923077,11.25588885,100,59,159,193,352,38,7,5,3165,364.0
537,2020-03-12 17:00:00,ITA,5,Veneto,45.43490485,12.33845213,360,85,445,852,1297,357,55,32,23438,1384.0
251,2020-03-12 17:00:00,ITA,11,Marche,43.61675973,13.5188753,254,76,330,240,570,109,0,22,1907,592.0
199,2020-03-12 17:00:00,ITA,7,Liguria,44.41149315,8.9326992,100,36,136,107,243,62,20,11,1174,294.0
17,2020-03-12 17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,47,12,59,19,78,41,4,2,867,84.0
43,2020-03-12 17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,1,1,2,6,8,0,0,0,155,8.0
303,2020-03-12 17:00:00,ITA,4,P.A. Bolzano,46.49933453,11.35662422,21,4,25,78,103,28,0,1,607,104.0
69,2020-03-12 17:00:00,ITA,18,Calabria,38.90597598,16.59440194,14,2,16,16,32,15,1,0,483,33.0
225,2020-03-12 17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,4247,605,4852,2044,6896,1133,1085,744,29534,8788.0
121,2020-03-12 17:00:00,ITA,8,Emilia Romagna,44.49436681,11.341720800000001,814,112,926,832,1758,170,43,146,7600,1947.0
147,2020-03-12 17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,23,10,33,115,148,38,11,8,2604,167.0
173,2020-03-12 17:00:00,ITA,12,Lazio,41.89277044,12.48366722,85,20,105,67,172,47,19,9,5592,202.0
95,2020-03-12 17:00:00,ITA,15,Campania,40.83956555,14.25084984,56,11,67,107,174,25,4,1,1551,179.0
278,2020-03-13 17:00:00,ITA,14,Molise,41.55774754,14.65916051,5,3,8,9,17,1,0,0,243,17.0
512,2020-03-13 17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,6,0,6,21,27,1,0,1,189,28.0
486,2020-03-13 17:00:00,ITA,10,Umbria,43.10675841,12.38824698,11,10,21,52,73,11,2,1,576,76.0
330,2020-03-13 17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,58,6,64,93,157,55,4,2,846,163.0
460,2020-03-13 17:00:00,ITA,9,Toscana,43.76923077,11.25588885,134,77,211,244,455,103,10,5,4049,470.0
434,2020-03-13 17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,37,7,44,82,126,15,2,2,1950,133.0
408,2020-03-13 17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,12,0,12,31,43,4,0,0,504,43.0
382,2020-03-13 17:00:00,ITA,16,Puglia,41.12559576,16.86736689,77,2,79,42,121,23,3,5,1449,129.0
356,2020-03-13 17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,556,135,691,103,794,240,0,46,3105,859.0
538,2020-03-13 17:00:00,ITA,5,Veneto,45.43490485,12.33845213,366,107,473,980,1453,156,100,42,25691,1595.0
252,2020-03-13 17:00:00,ITA,11,Marche,43.61675973,13.5188753,337,85,422,276,698,128,0,27,2218,725.0
200,2020-03-13 17:00:00,ITA,7,Liguria,44.41149315,8.9326992,128,44,172,132,304,61,24,17,1442,365.0
174,2020-03-13 17:00:00,ITA,12,Lazio,41.89277044,12.48366722,122,24,146,96,242,70,24,11,6491,279.0
148,2020-03-13 17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,59,8,67,169,236,88,11,10,3149,257.0
122,2020-03-13 17:00:00,ITA,8,Emilia Romagna,44.49436681,11.341720800000001,942,128,1070,941,2011,253,51,201,8787,2263.0
96,2020-03-13 17:00:00,ITA,15,Campania,40.83956555,14.25084984,60,19,79,134,213,39,5,2,1671,220.0
70,2020-03-13 17:00:00,ITA,18,Calabria,38.90597598,16.59440194,18,3,21,16,37,5,1,0,504,38.0
304,2020-03-13 17:00:00,ITA,4,P.A. Bolzano,46.49933453,11.35662422,20,5,25,98,123,20,0,2,811,125.0
44,2020-03-13 17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,1,1,2,8,10,2,0,0,155,10.0
18,2020-03-13 17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,42,14,56,27,83,5,4,2,958,89.0
226,2020-03-13 17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,4435,650,5085,2647,7732,836,1198,890,32700,9883.0
383,2020-03-14 17:00:00,ITA,16,Puglia,41.12559576,16.86736689,91,6,97,59,156,35,2,8,1681,166.0
409,2020-03-14 17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,14,0,14,33,47,4,0,0,530,47.0
539,2020-03-14 17:00:00,ITA,5,Veneto,45.43490485,12.33845213,366,119,485,1290,1775,322,107,55,26980,1937.0
435,2020-03-14 17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,42,11,53,97,150,24,4,2,2100,159.0
357,2020-03-14 17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,538,150,688,126,814,20,0,59,3680,892.0
331,2020-03-14 17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,68,12,80,119,199,42,5,2,1006,206.0
487,2020-03-14 17:00:00,ITA,10,Umbria,43.10675841,12.38824698,21,11,32,71,103,30,3,1,748,107.0
513,2020-03-14 17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,12,0,12,29,41,14,0,1,231,42.0
461,2020-03-14 17:00:00,ITA,9,Toscana,43.76923077,11.25588885,160,87,247,367,614,159,10,6,4595,630.0
279,2020-03-14 17:00:00,ITA,14,Molise,41.55774754,14.65916051,5,3,8,9,17,0,0,0,247,17.0
123,2020-03-14 17:00:00,ITA,8,Emilia Romagna,44.49436681,11.341720800000001,1076,152,1228,1121,2349,338,54,241,10043,2644.0
227,2020-03-14 17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,4898,732,5630,3429,9059,1327,1660,966,37138,11748.0
19,2020-03-14 17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,51,14,65,41,106,23,4,2,1232,112.0
45,2020-03-14 17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,0,2,2,8,10,0,0,0,155,10.0
305,2020-03-14 17:00:00,ITA,4,P.A. Bolzano,46.49933453,11.35662422,26,7,33,137,170,47,0,3,1135,173.0
71,2020-03-14 17:00:00,ITA,18,Calabria,38.90597598,16.59440194,22,4,26,33,59,22,1,0,711,60.0
253,2020-03-14 17:00:00,ITA,11,Marche,43.61675973,13.5188753,449,93,542,321,863,165,0,36,2561,899.0
149,2020-03-14 17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,67,11,78,193,271,35,17,13,3376,301.0
175,2020-03-14 17:00:00,ITA,12,Lazio,41.89277044,12.48366722,181,25,206,114,320,78,24,13,7335,359.0
201,2020-03-14 17:00:00,ITA,7,Liguria,44.41149315,8.9326992,213,62,275,109,384,80,52,27,1750,483.0
97,2020-03-14 17:00:00,ITA,15,Campania,40.83956555,14.25084984,72,17,89,154,243,30,23,6,1936,272.0
280,2020-03-15 17:00:00,ITA,14,Molise,41.55774754,14.65916051,3,4,7,10,17,0,0,0,248,17.0
514,2020-03-15 17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,10,3,13,43,56,15,0,1,230,57.0
488,2020-03-15 17:00:00,ITA,10,Umbria,43.10675841,12.38824698,25,13,38,101,139,36,3,1,965,143.0
332,2020-03-15 17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,73,19,92,275,367,168,5,6,1006,378.0
462,2020-03-15 17:00:00,ITA,9,Toscana,43.76923077,11.25588885,175,107,282,481,763,149,10,8,5132,781.0
436,2020-03-15 17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,56,15,71,108,179,29,7,2,2452,191.0
410,2020-03-15 17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,16,0,16,59,75,28,0,2,613,77.0
384,2020-03-15 17:00:00,ITA,16,Puglia,41.12559576,16.86736689,116,6,122,90,212,56,2,16,2017,230.0
358,2020-03-15 17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,726,171,897,133,1030,216,0,81,4375,1130.0
254,2020-03-15 17:00:00,ITA,11,Marche,43.61675973,13.5188753,521,98,619,468,1087,224,0,46,2946,1133.0
540,2020-03-15 17:00:00,ITA,5,Veneto,45.43490485,12.33845213,426,129,555,1434,1989,214,120,63,32546,2172.0
202,2020-03-15 17:00:00,ITA,7,Liguria,44.41149315,8.9326992,253,66,319,174,493,109,33,33,1973,579.0
20,2020-03-15 17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,72,28,100,28,128,22,6,3,1419,137.0
46,2020-03-15 17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,0,2,2,9,11,1,0,0,208,11.0
306,2020-03-15 17:00:00,ITA,4,P.A. Bolzano,46.49933453,11.35662422,50,4,54,145,199,29,0,5,1497,204.0
72,2020-03-15 17:00:00,ITA,18,Calabria,38.90597598,16.59440194,32,6,38,28,66,7,1,1,884,68.0
228,2020-03-15 17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,5500,767,6267,3776,10043,984,2011,1218,40369,13335.0
124,2020-03-15 17:00:00,ITA,8,Emilia Romagna,44.49436681,11.341720800000001,1215,169,1384,1357,2741,392,68,284,12054,3093.0
150,2020-03-15 17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,98,12,110,206,316,45,17,14,3407,347.0
176,2020-03-15 17:00:00,ITA,12,Lazio,41.89277044,12.48366722,223,31,254,142,396,76,24,16,8345,438.0
98,2020-03-15 17:00:00,ITA,15,Campania,40.83956555,14.25084984,73,22,95,201,296,53,28,9,2213,333.0
281,2020-03-16 17:00:00,ITA,14,Molise,41.55774754,14.65916051,3,5,8,7,15,0,5,1,253,23.0
515,2020-03-16 17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,28,5,33,70,103,47,0,2,287,105.0
489,2020-03-16 17:00:00,ITA,10,Umbria,43.10675841,12.38824698,30,15,45,114,159,20,4,1,1093,164.0
333,2020-03-16 17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,73,19,92,275,367,0,5,6,1006,378.0
463,2020-03-16 17:00:00,ITA,9,Toscana,43.76923077,11.25588885,175,107,282,559,841,78,11,14,5910,866.0
437,2020-03-16 17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,75,20,95,108,203,24,8,2,2653,216.0
411,2020-03-16 17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,39,0,39,66,105,30,0,2,797,107.0
385,2020-03-16 17:00:00,ITA,16,Puglia,41.12559576,16.86736689,116,6,122,90,212,0,2,16,2017,230.0
359,2020-03-16 17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,1045,186,1231,174,1405,375,0,111,5588,1535.0
541,2020-03-16 17:00:00,ITA,5,Veneto,45.43490485,12.33845213,498,156,654,1620,2274,285,130,69,35052,2473.0
255,2020-03-16 17:00:00,ITA,11,Marche,43.61675973,13.5188753,528,110,638,547,1185,98,0,57,3225,1242.0
203,2020-03-16 17:00:00,ITA,7,Liguria,44.41149315,8.9326992,255,73,328,247,575,82,42,50,2189,687.0
177,2020-03-16 17:00:00,ITA,12,Lazio,41.89277044,12.48366722,267,31,298,174,472,76,32,19,9330,525.0
151,2020-03-16 17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,96,19,115,231,346,30,18,22,4851,386.0
125,2020-03-16 17:00:00,ITA,8,Emilia Romagna,44.49436681,11.341720800000001,1362,197,1559,1529,3088,347,88,346,13096,3522.0
99,2020-03-16 17:00:00,ITA,15,Campania,40.83956555,14.25084984,103,22,125,238,363,67,28,9,2517,400.0
73,2020-03-16 17:00:00,ITA,18,Calabria,38.90597598,16.59440194,36,7,43,44,87,21,1,1,1030,89.0
307,2020-03-16 17:00:00,ITA,4,P.A. Bolzano,46.49933453,11.35662422,53,11,64,171,235,36,0,6,1740,241.0
47,2020-03-16 17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,1,2,3,9,12,1,0,0,230,12.0
21,2020-03-16 17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,71,37,108,57,165,37,7,4,1533,176.0
229,2020-03-16 17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,6171,823,6994,3867,10861,818,2368,1420,43565,14712.0
360,2020-03-17 17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,1378,206,1584,180,1764,359,0,133,6543,1916.0
386,2020-03-17 17:00:00,ITA,16,Puglia,41.12559576,16.86736689,155,14,169,151,320,108,2,18,3077,340.0
412,2020-03-17 17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,36,4,40,75,115,10,0,2,1003,117.0
542,2020-03-17 17:00:00,ITA,5,Veneto,45.43490485,12.33845213,548,171,719,1769,2488,214,136,80,35478,2704.0
282,2020-03-17 17:00:00,ITA,14,Molise,41.55774754,14.65916051,7,5,12,7,19,4,5,1,301,27.0
334,2020-03-17 17:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,107,22,129,239,368,1,10,7,1727,385.0
490,2020-03-17 17:00:00,ITA,10,Umbria,43.10675841,12.38824698,36,21,57,135,192,33,4,1,1323,197.0
516,2020-03-17 17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,35,6,41,93,134,31,0,2,398,136.0
464,2020-03-17 17:00:00,ITA,9,Toscana,43.76923077,11.25588885,329,143,472,552,1024,183,12,17,6727,1053.0
256,2020-03-17 17:00:00,ITA,11,Marche,43.61675973,13.5188753,599,109,708,594,1302,117,0,69,3225,1371.0
438,2020-03-17 17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,86,28,114,112,226,23,8,3,2916,240.0
204,2020-03-17 17:00:00,ITA,7,Liguria,44.41149315,8.9326992,299,85,384,277,661,86,57,60,2509,798.0
22,2020-03-17 17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,94,32,126,90,216,51,7,6,1688,229.0
48,2020-03-17 17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,5,2,7,13,20,8,0,0,262,20.0
308,2020-03-17 17:00:00,ITA,4,P.A. Bolzano,46.49933453,11.35662422,71,11,82,200,282,47,1,8,2149,291.0
